layout,sensor_count,snr_db,runs,pd_any,pd_all,pd_source_mean,pd_source_min,pd_source_variance,false_alarm_runs,p_fa,score,benchmark
gearbox_left,1,-30.0,1200,0.12,0.0,0.0325,0.016666666666666666,0.0002979166666666667,2800,0.05285714285714286,-0.07336324404761906,single_best
gearbox_left,1,-27.5,1200,0.23916666666666667,0.0,0.06916666666666667,0.023333333333333334,0.0030982638888888882,2800,0.06,-0.05238246527777777,single_best
gearbox_left,1,-25.0,1200,0.385,0.0,0.10645833333333334,0.025833333333333333,0.012707421875000003,2800,0.08714285714285715,-0.07418109188988097,single_best
gearbox_left,1,-22.5,1200,0.5925,0.0,0.16999999999999998,0.03,0.03527951388888889,2800,0.05142857142857143,0.04950310019841268,single_best
gearbox_left,1,-20.0,1200,0.8691666666666666,0.0,0.29041666666666666,0.07416666666666667,0.08648420138888889,2800,0.05142857142857143,0.14431742311507934,single_best
gearbox_left,1,-17.5,1200,0.98,0.015,0.41666666666666663,0.12916666666666668,0.10696562500000001,2800,0.055714285714285716,0.2517552827380952,single_best
gearbox_left,1,-15.0,1200,1.0,0.06333333333333334,0.5770833333333333,0.22166666666666668,0.08402517361111111,2800,0.07857142857142857,0.3779278893849206,single_best
bearing_left+gearbox_right+input_shaft,3,-30.0,1200,0.11666666666666667,0.0,0.031041666666666662,0.01,0.00014908854166666665,2800,0.046785714285714285,-0.06260430617559525,random_three
bearing_left+gearbox_right+input_shaft,3,-27.5,1200,0.21083333333333334,0.0,0.05583333333333333,0.009166666666666667,0.0014003472222222219,2800,0.06714285714285714,-0.07915255456349206,random_three
bearing_left+gearbox_right+input_shaft,3,-25.0,1200,0.3825,0.0,0.10729166666666666,0.01,0.009620616319444442,2800,0.05714285714285714,-0.011804355778769843,random_three
bearing_left+gearbox_right+input_shaft,3,-22.5,1200,0.6308333333333334,0.0,0.206875,0.03166666666666667,0.027932074652777777,2800,0.0575,0.07790896267361111,random_three
bearing_left+gearbox_right+input_shaft,3,-20.0,1200,0.8833333333333333,0.004166666666666667,0.380625,0.041666666666666664,0.06478867187500001,2800,0.045714285714285714,0.25680209263392856,random_three
bearing_left+gearbox_right+input_shaft,3,-17.5,1200,0.9825,0.01,0.5691666666666667,0.035833333333333335,0.1082736111111111,2800,0.04964285714285714,0.41574414682539684,random_three
bearing_left+gearbox_right+input_shaft,3,-15.0,1200,1.0,0.06833333333333333,0.730625,0.07833333333333334,0.14280047743055552,2800,0.06,0.5392247612847222,random_three
bearing_left+bearing_right+gearbox_left,3,-30.0,1200,0.13833333333333334,0.0,0.035833333333333335,0.0175,0.00039166666666666674,2800,0.04392857142857143,-0.05221964285714285,best_three
bearing_left+bearing_right+gearbox_left,3,-27.5,1200,0.235,0.0,0.06458333333333334,0.018333333333333333,0.0013342013888888891,2800,0.0475,-0.031083767361111105,best_three
bearing_left+bearing_right+gearbox_left,3,-25.0,1200,0.4,0.0,0.10916666666666666,0.0175,0.009347569444444443,2800,0.048928571428571425,0.0066357390873015894,best_three
bearing_left+bearing_right+gearbox_left,3,-22.5,1200,0.7591666666666667,0.0,0.26875,0.0375,0.04223420138888889,2800,0.048214285714285716,0.15120432787698412,best_three
bearing_left+bearing_right+gearbox_left,3,-20.0,1200,0.9575,0.018333333333333333,0.4585416666666667,0.07,0.08668624131944444,2800,0.04642857142857143,0.3223414031498016,best_three
bearing_left+bearing_right+gearbox_left,3,-17.5,1200,1.0,0.051666666666666666,0.6583333333333333,0.105,0.12291215277777776,2800,0.04321428571428571,0.5104486855158731,best_three
bearing_left+bearing_right+gearbox_left,3,-15.0,1200,1.0,0.2675,0.806875,0.2841666666666667,0.09156401909722223,2800,0.04642857142857143,0.668235847594246,best_three
bearing_left+bearing_right+gearbox_left+gearbox_right+input_shaft+output_shaft,6,-30.0,1200,0.2608333333333333,0.0,0.06916666666666667,0.0275,0.004070833333333333,2800,0.06,-0.05286874999999999,all_sensors_reference
bearing_left+bearing_right+gearbox_left+gearbox_right+input_shaft+output_shaft,6,-27.5,1200,0.4816666666666667,0.0,0.14083333333333334,0.0275,0.023710763888888892,2800,0.05821428571428571,0.012549379960317469,all_sensors_reference
bearing_left+bearing_right+gearbox_left+gearbox_right+input_shaft+output_shaft,6,-25.0,1200,0.8125,0.0,0.2677083333333333,0.03833333333333333,0.07574006076388888,2800,0.07607142857142857,0.07769544580853174,all_sensors_reference
bearing_left+bearing_right+gearbox_left+gearbox_right+input_shaft+output_shaft,6,-22.5,1200,0.9866666666666667,0.0033333333333333335,0.40541666666666665,0.060833333333333336,0.11880156250000001,2800,0.055714285714285716,0.2345873139880952,all_sensors_reference
bearing_left+bearing_right+gearbox_left+gearbox_right+input_shaft+output_shaft,6,-20.0,1200,1.0,0.056666666666666664,0.606875,0.12583333333333332,0.10702131076388888,2800,0.06857142857142857,0.4162214874751985,all_sensors_reference
bearing_left+bearing_right+gearbox_left+gearbox_right+input_shaft+output_shaft,6,-17.5,1200,1.0,0.12333333333333334,0.7395833333333333,0.16,0.11756822916666665,2800,0.06928571428571428,0.5422277901785714,all_sensors_reference
bearing_left+bearing_right+gearbox_left+gearbox_right+input_shaft+output_shaft,6,-15.0,1200,1.0,0.4716666666666667,0.8658333333333333,0.4791666666666667,0.04987881944444444,2800,0.07178571428571429,0.6973224950396826,all_sensors_reference
