case_name,runs,success_rate,success_ci95_low,success_ci95_high,mean_estimated_k,median_frequency_mae_hz,ill_conditioned_rate,theoretical_identifiable,mean_runtime_seconds
very_low_snr_-25,100,0.0,0.0,0.03699480747600191,1.17,10.000011105595721,0.0,True,0.18895011900283862
very_low_snr_-30,100,0.0,0.0,0.03699480747600191,0.13,10.000099694933258,0.0,True,0.03439764199836645
non_symmetric_close,100,1.0,0.9630051925239981,0.9999999999999999,2.0,2.4083814262887415e-05,0.0,True,0.46484096799977126
identical_frequency,100,1.0,0.9630051925239981,0.9999999999999999,1.0,0.008024759907776513,0.0,False,0.3759529930021381
phase_cancellation,100,1.0,0.9630051925239981,0.9999999999999999,1.0,0.006718686554209263,0.0,False,0.39163264600152614
overcomplete_k8,100,1.0,0.9630051925239981,0.9999999999999999,8.0,5.546099728914733e-05,0.0,True,4.22916551999806
impulsive_noise,100,1.0,0.9630051925239981,0.9999999999999999,4.0,5.3876660243812324e-05,0.0,True,0.85032374000235
low_frequency_boundary,100,1.0,0.9630051925239981,0.9999999999999999,2.0,2.5243375942313184e-05,0.0,True,0.2167696220020298
high_frequency_boundary,100,1.0,0.9630051925239981,0.9999999999999999,2.0,1.8383053262738258e-05,0.0,True,0.21660669099423102
